gid,role,role_score,cluster_id,priority_score,evidence,depth,is_seed,in_deg,out_deg,in_sum,out_sum,pass_ratio,seed_reach,seed_kzt_attributed,secondary_roles,outflow_observed,inflow_reliable
100000001737722100,terminal,1.0,5,0.620696,"Receives 60k KZT from 1 payer, forwards 0%; outflow was traced (hop 2) — possible final recipient.",2,False,1,0,60460.0,0.0,0.0,8,8213.959177953571,,True,True
100000001740277100,peripheral,0.6,9,0.327889,"No role indicators: 1 payer, 1 recipient, 9k KZT in / 5k KZT out.",3,False,1,1,8700.0,5000.0,0.5747126436781609,1,1759.5531821613774,,True,True
100000001745217100,terminal,1.0,3,0.439024,"Receives 50k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,50000.0,0.0,0.0,7,244.4176403677457,,True,True
100000001746925100,peripheral,0.6,5,0.566368,"No role indicators: 1 payer, 1 recipient, 65k KZT in / 5k KZT out.",1,False,1,1,65250.0,5000.0,0.07662835249042145,10,69141.91139655268,,True,True
100000001782980100,peripheral,0.6,54,0.320861,"No role indicators: 1 payer, 1 recipient, 50k KZT in / 596k KZT out.",2,False,1,1,50000.0,596200.0,11.924,1,20654.063794208316,,True,True
100000001784279100,terminal,1.0,3,0.429237,"Receives 36k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,35674.0,0.0,0.0,7,174.38709804957915,,True,True
100000001785161100,terminal,1.0,11,0.462578,"Receives 30k KZT from 2 payers, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,2,0,30000.0,0.0,0.0,7,48.15425883036058,,True,True
100000001788284100,peripheral,0.6,26,0.290234,"No role indicators: 1 payer, 5 recipients, 8k KZT in / 297k KZT out.",3,False,1,5,8000.0,296700.0,37.0875,7,154.34270343248048,,True,True
100000001805543100,terminal,1.0,2,0.631261,"Receives 59k KZT from 1 payer, forwards 0%; outflow was traced (hop 1) — possible final recipient.",1,False,1,0,59000.0,0.0,0.0,7,59672.845024502414,,True,True
100000001808684100,peripheral,0.6,8,0.354802,"No role indicators: 1 payer, 1 recipient, 48k KZT in / 38k KZT out.",3,False,1,1,48400.0,37700.0,0.7789256198347108,1,7713.199524674972,,True,True
100000001816678100,cutoff,0.7,5,0.364611,Hop-4 node: onward transfers were not traced (export limit). Receives 60k KZT from 1 payer.,4,False,1,0,60000.0,0.0,,7,15.631927413863727,,False,True
100000001818442100,terminal,1.0,10,0.446697,"Receives 42k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,42215.0,0.0,0.0,7,325.58830737422534,,True,True
100000001819396100,terminal,1.0,27,0.39732,"Receives 166k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,166080.0,0.0,0.0,7,51.01010121752775,,True,True
100000001822623100,terminal,1.0,24,0.506083,"Receives 201k KZT from 1 payer, forwards 0%; outflow was traced (hop 2) — possible final recipient.",2,False,1,0,201300.0,0.0,0.0,7,6292.048897927515,,True,True
100000001822650100,cutoff,0.7,1,0.416301,Hop-4 node: onward transfers were not traced (export limit). Receives 112k KZT from 1 payer.,4,False,1,0,112000.0,0.0,,8,15.70839628148825,,False,True
100000001825934100,peripheral,0.6,31,0.302122,"No role indicators: 1 payer, 1 recipient, 40k KZT in / 97k KZT out.",3,False,1,1,40000.0,97000.0,2.425,1,10023.157894736842,,True,True
100000001831496100,peripheral,0.6,15,0.321528,"No role indicators: 1 payer, 1 recipient, 25k KZT in / 373k KZT out.",3,False,1,1,25000.0,373000.0,14.92,7,26.45771042869141,,True,True
100000001835625100,terminal,1.0,4,0.408441,"Receives 75k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,75130.0,0.0,0.0,7,86.01490859681718,,True,True
100000001837130100,terminal,1.0,3,0.468939,"Receives 173k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,172900.0,0.0,0.0,7,845.1962003916645,,True,True
100000001845505100,cutoff,0.7,3,0.369793,Hop-4 node: onward transfers were not traced (export limit). Receives 20k KZT from 1 payer.,4,False,1,0,20000.0,0.0,,7,178.19137732814534,,False,True
100000001848426100,terminal,1.0,8,0.516604,"Receives 96k KZT from 1 payer, forwards 0%; outflow was traced (hop 2) — possible final recipient.",2,False,1,0,95530.0,0.0,0.0,1,22927.81140830422,,True,True
100000001851289100,terminal,1.0,2,0.641048,"Receives 110k KZT from 1 payer, forwards 0%; outflow was traced (hop 1) — possible final recipient.",1,False,1,0,109510.0,0.0,0.0,7,110758.86879039425,,True,True
100000001852140100,terminal,1.0,55,0.417716,"Receives 30k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,30000.0,0.0,0.0,1,3714.752914693453,,True,True
100000001853812100,terminal,1.0,3,0.45615,"Receives 70k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,70000.0,0.0,0.0,7,467.8254995262722,,True,True
100000001857829100,consolidator,0.6,14,0.777974,"Receives from 6 distinct payers, 889k KZT; forwards 269% — signs of consolidation.",2,False,6,16,888535.0,2390993.0,2.690938454872346,7,4017.9663932747617,,True,True
100000001860090100,terminal,1.0,8,0.430861,"Receives 5k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,5000.0,0.0,0.0,1,407.6866811823904,,True,True
100000001870116100,terminal,1.0,7,0.494384,"Receives 24k KZT from 1 payer, forwards 0%; outflow was traced (hop 1) — possible final recipient.",1,False,1,0,24000.0,0.0,0.0,1,24299.48626464196,,True,True
100000001872484100,peripheral,0.6,43,0.452355,"No role indicators: 1 payer, 3 recipients, 871k KZT in / 515k KZT out.",1,False,1,3,871400.0,514580.0,0.5905210006885472,1,1645889.9242598116,,True,True
100000001875167100,terminal,1.0,4,0.476279,"Receives 1.0M KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,1000000.0,0.0,0.0,7,1144.8809875790917,,True,True
100000001875239100,terminal,1.0,1,0.662589,"Receives 712k KZT from 3 payers, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,3,0,712000.0,0.0,0.0,9,796.1991754818841,,True,True
100000001884825100,terminal,1.0,1,0.631206,"Receives 495k KZT from 3 payers, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,3,0,495000.0,0.0,0.0,8,380.03768564626455,,True,True
100000001887715100,peripheral,0.6,1,0.475209,"No role indicators: 3 payers, 1 recipient, 1.3M KZT in / 750k KZT out.",3,False,3,1,1331500.0,750000.0,0.5632745024408562,9,112.83102476866269,,True,True
100000001893287100,peripheral,0.6,8,0.323997,"No role indicators: 1 payer, 1 recipient, 18k KZT in / 153k KZT out.",3,False,1,1,18000.0,152700.0,8.483333333333333,1,1467.6720522566052,,True,True
100000001899164100,peripheral,0.6,12,0.588343,"No role indicators: 4 payers, 3 recipients, 292k KZT in / 76k KZT out.",1,False,4,3,291675.0,76500.0,0.2622782206222679,8,26492.093565265197,,True,True
100000001904863100,terminal,1.0,8,0.67917,"Receives 500k KZT from 1 payer, forwards 0%; outflow was traced (hop 2) — possible final recipient.",2,False,1,0,500000.0,0.0,0.0,11,18299.650489672098,,True,True
100000001924185100,terminal,1.0,15,0.807618,"Receives 151k KZT from 2 payers, forwards 0%; outflow was traced (hop 1) — possible final recipient.",1,False,2,0,151000.0,0.0,0.0,11,161933.32720516415,,True,True
100000001927599100,terminal,1.0,1,0.643116,"Receives 188k KZT from 2 payers, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,2,0,188000.0,0.0,0.0,9,551.9484793105441,,True,True
100000001929088100,terminal,1.0,9,0.660042,"Receives 396k KZT from 2 payers, forwards 0%; outflow was traced (hop 1) — possible final recipient.",1,False,2,0,396010.0,0.0,0.0,2,396010.0,,True,True
100000001934935100,terminal,1.0,0,0.438223,"Receives 119k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,118935.0,0.0,0.0,7,101.12820601709284,,True,True
100000001937767100,peripheral,0.6,8,0.581203,"No role indicators: 1 payer, 4 recipients, 53k KZT in / 1.9M KZT out.",1,False,1,4,53000.0,1933000.0,36.471698113207545,11,70859.60676785259,,True,True
100000001952325100,terminal,1.0,7,0.524077,"Receives 78k KZT from 1 payer, forwards 0%; outflow was traced (hop 1) — possible final recipient.",1,False,1,0,77888.0,0.0,0.0,1,78859.93275751805,,True,True
100000001953577100,terminal,1.0,7,0.481484,"Receives 16k KZT from 1 payer, forwards 0%; outflow was traced (hop 1) — possible final recipient.",1,False,1,0,15600.0,0.0,0.0,1,15794.666072017273,,True,True
100000001954534100,peripheral,0.6,3,0.341613,"No role indicators: 1 payer, 1 recipient, 13k KZT in / 40k KZT out.",3,False,1,1,13000.0,40000.0,3.076923076923077,7,1178.7694930553334,,True,True
100000001954903100,terminal,1.0,10,0.383797,"Receives 27k KZT from 1 payer, forwards 0%; outflow was traced (hop 2) — possible final recipient.",2,False,1,0,27118.0,0.0,0.0,1,632.2393028981394,,True,True
100000001957974100,cutoff,0.7,16,0.336208,Hop-4 node: onward transfers were not traced (export limit). Receives 500k KZT from 1 payer.,4,False,1,0,500000.0,0.0,,7,49.07197371581185,,False,True
100000001960517100,terminal,1.0,8,0.589001,"Receives 200k KZT from 1 payer, forwards 0%; outflow was traced (hop 1) — possible final recipient.",1,False,1,0,200000.0,0.0,0.0,2,220768.38426019083,,True,True
100000001961048100,terminal,1.0,11,0.439468,"Receives 150k KZT from 1 payer, forwards 0%; outflow was traced (hop 2) — possible final recipient.",2,False,1,0,150000.0,0.0,0.0,7,248.53747944261255,,True,True
100000001965374100,peripheral,0.6,25,0.494815,"No role indicators: 2 payers, 3 recipients, 1.8M KZT in / 3.1M KZT out.",2,False,2,3,1759720.0,3082100.0,1.7514718250630783,1,93635.19027644885,,True,True
100000001969496100,terminal,1.0,16,0.383307,"Receives 23k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,22740.0,0.0,0.0,7,24.06593340593771,,True,True
100000001985793100,terminal,1.0,8,0.530282,"Receives 420k KZT from 1 payer, forwards 0%; outflow was traced (hop 2) — possible final recipient.",2,False,1,0,420000.0,0.0,0.0,1,35853.65853658537,,True,True
100000001987030100,peripheral,0.6,2,0.513143,"No role indicators: 2 payers, 1 recipient, 31k KZT in / 19k KZT out.",1,False,2,1,30864.0,19000.0,0.6156039398652151,7,9969.464329576609,,True,True
100000001991973100,cutoff,0.7,8,0.274219,Hop-4 node: onward transfers were not traced (export limit). Receives 21k KZT from 1 payer.,4,False,1,0,20800.0,0.0,,1,1.0060723810836527,,False,True
100000002015633100,terminal,1.0,4,0.414557,"Receives 95k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,94970.0,0.0,0.0,7,108.72934739038637,,True,True
100000002028158100,terminal,1.0,2,0.563201,"Receives 35k KZT from 1 payer, forwards 0%; outflow was traced (hop 2) — possible final recipient.",2,False,1,0,34800.0,0.0,0.0,7,3957.2723323594914,,True,True
100000002032323100,peripheral,0.6,29,0.33861,"No role indicators: 1 payer, 1 recipient, 300k KZT in / 1.1M KZT out.",3,False,1,1,300000.0,1050000.0,3.5,7,1034.8728209333663,,True,True
100000002087788100,terminal,1.0,4,0.503192,"Receives 100k KZT from 1 payer, forwards 0%; outflow was traced (hop 2) — possible final recipient.",2,False,1,0,100500.0,0.0,0.0,7,5648.271527865776,,True,True
100000002095257100,terminal,1.0,12,0.519317,"Receives 8k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,8500.0,0.0,0.0,8,146.37002504292707,,True,True
100000002103448100,terminal,1.0,6,0.3,"Receives 27k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,27000.0,0.0,0.0,1,18.151253822332208,,True,True
100000002109656100,terminal,1.0,11,0.373565,"Receives 500k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,500000.0,0.0,0.0,2,160.36761694563504,,True,True
100000002116705100,terminal,1.0,6,0.29216,"Receives 18k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,17600.0,0.0,0.0,1,11.831928417520256,,True,True
100000002119762100,cutoff,0.7,4,0.33276,Hop-4 node: onward transfers were not traced (export limit). Receives 77k KZT from 1 payer.,4,False,1,0,77000.0,0.0,,7,38.9123335980822,,False,True
100000002121357100,peripheral,0.6,1,0.442814,"No role indicators: 2 payers, 1 recipient, 255k KZT in / 113k KZT out.",3,False,2,1,255300.0,113000.0,0.4426165295730513,8,92.71554960779169,,True,True
100000002126791100,cutoff,0.7,1,0.529758,Hop-4 node: onward transfers were not traced (export limit). Receives 1.3M KZT from 1 payer.,4,False,1,0,1313000.0,0.0,,9,1077.220334281605,,False,True
100000002130400100,cutoff,0.7,31,0.32502,Hop-4 node: onward transfers were not traced (export limit). Receives 10k KZT from 1 payer.,4,False,1,0,10000.0,0.0,,1,659.4182825484763,,False,True
100000002132479100,peripheral,0.6,16,0.44417,"No role indicators: 1 payer, 1 recipient, 30k KZT in / 20k KZT out.",2,False,1,1,30000.0,20000.0,0.6666666666666666,8,11805.775227431954,,True,True
100000002152857100,peripheral,0.6,8,0.418414,"No role indicators: 1 payer, 5 recipients, 105k KZT in / 1.2M KZT out.",1,False,1,5,105000.0,1230000.0,11.714285714285714,1,105000.0,,True,True
100000002156381100,peripheral,0.6,15,0.550287,"No role indicators: 2 payers, 1 recipient, 61k KZT in / 22k KZT out.",2,False,2,1,61000.0,21800.0,0.35737704918032787,8,2222.4658828143474,,True,True
100000002158488100,terminal,1.0,7,0.502502,"Receives 32k KZT from 1 payer, forwards 0%; outflow was traced (hop 1) — possible final recipient.",1,False,1,0,31723.0,0.0,0.0,1,32118.858448884872,,True,True
100000002170580100,terminal,1.0,10,0.416604,"Receives 150k KZT from 1 payer, forwards 0%; outflow was traced (hop 2) — possible final recipient.",2,False,1,0,150000.0,0.0,0.0,1,3497.156701626997,,True,True
100000002173070100,terminal,1.0,18,0.506695,"Receives 30k KZT from 1 payer, forwards 0%; outflow was traced (hop 2) — possible final recipient.",2,False,1,0,30000.0,0.0,0.0,7,6523.444628339532,,True,True
100000002173161100,terminal,1.0,1,0.785254,"Receives 1.4M KZT from 3 payers, forwards 0%; outflow was traced (hop 1) — possible final recipient.",1,False,3,0,1427500.0,0.0,0.0,9,880789.3544923068,,True,True
100000002175422100,peripheral,0.6,28,0.45448,"No role indicators: 3 payers, 6 recipients, 68k KZT in / 1.6M KZT out.",2,False,3,6,68500.0,1621188.0,23.66697810218978,7,7526.0039256353175,,True,True
100000002182176100,terminal,1.0,0,0.582685,"Receives 42k KZT from 1 payer, forwards 0%; outflow was traced (hop 1) — possible final recipient.",1,False,1,0,42465.0,0.0,0.0,7,42881.57633166283,,True,True
100000002184107100,terminal,1.0,17,0.376913,"Receives 6k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,6066.0,0.0,0.0,7,17.10095536034136,,True,True
100000002185328100,peripheral,0.6,18,0.342169,"No role indicators: 1 payer, 4 recipients, 15k KZT in / 55k KZT out.",3,False,1,4,15000.0,55000.0,3.6666666666666665,7,1202.5047738725762,,True,True
100000002188586100,cutoff,0.7,10,0.349219,Hop-4 node: onward transfers were not traced (export limit). Receives 38k KZT from 1 payer.,4,False,1,0,38310.0,0.0,,7,91.11379624039863,,False,True
100000002188829100,terminal,1.0,5,0.721497,"Receives 400k KZT from 1 payer, forwards 0%; outflow was traced (hop 1) — possible final recipient.",1,False,1,0,400000.0,0.0,0.0,10,423858.4606685223,,True,True
100000002193259100,peripheral,0.6,12,0.505514,"No role indicators: 2 payers, 3 recipients, 48k KZT in / 58k KZT out.",2,False,2,3,48000.0,58000.0,1.2083333333333333,8,1223.4493451908406,,True,True
100000002194320100,cutoff,0.7,2,0.475509,Hop-4 node: onward transfers were not traced (export limit). Receives 275k KZT from 1 payer.,4,False,1,0,275000.0,0.0,,7,865.583057513409,,False,True
100000002194329100,terminal,1.0,0,0.407418,"Receives 25k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,25170.0,0.0,0.0,7,21.401580236685813,,True,True
100000002199091100,terminal,1.0,19,0.396586,"Receives 65k KZT from 1 payer, forwards 0%; outflow was traced (hop 2) — possible final recipient.",2,False,1,0,65000.0,0.0,0.0,1,1130.948784794998,,True,True
100000002205022100,peripheral,0.6,18,0.459117,"No role indicators: 1 payer, 3 recipients, 7k KZT in / 518k KZT out.",2,False,1,3,7100.0,518000.0,72.95774647887323,10,7523.196237746388,,True,True
100000002208836100,cutoff,0.7,4,0.351777,Hop-4 node: onward transfers were not traced (export limit). Receives 90k KZT from 1 payer.,4,False,1,0,90000.0,0.0,,7,99.600333819497,,False,True
100000002211413100,terminal,1.0,7,0.506728,"Receives 37k KZT from 1 payer, forwards 0%; outflow was traced (hop 1) — possible final recipient.",1,False,1,0,37000.0,0.0,0.0,1,37461.70799132302,,True,True
100000002212494100,terminal,1.0,28,0.466715,"Receives 160k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,160000.0,0.0,0.0,7,741.735236065731,,True,True
100000002214207100,cutoff,0.7,31,0.377122,Hop-4 node: onward transfers were not traced (export limit). Receives 97k KZT from 1 payer.,4,False,1,0,97000.0,0.0,,1,10023.157894736842,,False,True
100000002214301100,peripheral,0.6,0,0.427333,"No role indicators: 1 payer, 1 recipient, 21k KZT in / 8k KZT out.",1,False,1,1,21438.0,8000.0,0.373169138912212,7,21648.304095094496,,True,True
100000002214383100,cutoff,0.7,56,0.231326,Hop-4 node: onward transfers were not traced (export limit). Receives 213k KZT from 1 payer.,4,False,1,0,213000.0,0.0,,1,11.563020953485704,,False,True
100000002214570100,terminal,1.0,7,0.498721,"Receives 26k KZT from 1 payer, forwards 0%; outflow was traced (hop 1) — possible final recipient.",1,False,1,0,26471.0,0.0,0.0,1,26801.32087130572,,True,True
100000002214664100,peripheral,0.6,57,0.146873,"No role indicators: 1 payer, 1 recipient, 8k KZT in / 77k KZT out.",3,False,1,1,7950.0,76950.0,9.679245283018869,1,5.344535847686706,,True,True
100000002216999100,terminal,1.0,6,0.296386,"Receives 24k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,23677.0,0.0,0.0,1,15.917305064865175,,True,True
100000002217161100,peripheral,0.6,17,0.425109,"No role indicators: 2 payers, 7 recipients, 405k KZT in / 995k KZT out.",2,False,2,7,404750.0,995132.0,2.4586337245213095,7,3074.5330596969143,,True,True
100000002217806100,cutoff,0.7,33,0.407271,Hop-4 node: onward transfers were not traced (export limit). Receives 55k KZT from 1 payer.,4,False,1,0,55000.0,0.0,,7,763.1724692332539,,False,True
100000002224132100,consolidator,0.5,25,0.804119,"Receives from 5 distinct payers, 4.0M KZT; forwards 307% — signs of consolidation.",2,False,5,4,3951020.0,12115000.0,3.0662968043695047,2,180978.59339330503,,True,True
100000002227960100,cutoff,0.7,18,0.362731,Hop-4 node: onward transfers were not traced (export limit). Receives 10k KZT from 1 payer.,4,False,1,0,10000.0,0.0,,7,141.1073470075779,,False,True
100000002227989100,cutoff,0.7,18,0.394148,Hop-4 node: onward transfers were not traced (export limit). Receives 20k KZT from 1 payer.,4,False,1,0,20000.0,0.0,,7,433.58439353237577,,False,True
100000002229615100,cutoff,0.7,18,0.418614,Hop-4 node: onward transfers were not traced (export limit). Receives 25k KZT from 1 payer.,4,False,1,0,25000.0,0.0,,7,1310.5395317376947,,False,True
100000002231144100,cutoff,0.7,18,0.386586,Hop-4 node: onward transfers were not traced (export limit). Receives 15k KZT from 1 payer.,4,False,1,0,15000.0,0.0,,7,325.1882951492818,,False,True
100000002232266100,terminal,1.0,3,0.444473,"Receives 45k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,45000.0,0.0,0.0,7,300.7449639811749,,True,True
100000002236528100,terminal,1.0,20,0.482306,"Receives 66k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,66000.0,0.0,0.0,7,173.088378721976,,True,True
100000002241986100,peripheral,0.6,4,0.31103,"No role indicators: 1 payer, 6 recipients, 280k KZT in / 3.1M KZT out.",3,False,1,6,280000.0,3077000.0,10.989285714285714,7,320.56667652214577,,True,True
100000002242066100,cutoff,0.7,17,0.322084,Hop-4 node: onward transfers were not traced (export limit). Receives 60k KZT from 1 payer.,4,False,1,0,60000.0,0.0,,7,22.55156543451685,,False,True
100000002242455100,cutoff,0.7,4,0.359228,Hop-4 node: onward transfers were not traced (export limit). Receives 110k KZT from 1 payer.,4,False,1,0,110000.0,0.0,,7,125.89284399379537,,False,True
100000002243354100,terminal,1.0,7,0.489379,"Receives 21k KZT from 1 payer, forwards 0%; outflow was traced (hop 1) — possible final recipient.",1,False,1,0,20879.0,0.0,0.0,1,21139.540571644146,,True,True
100000002255058100,terminal,1.0,18,0.41994,"Receives 492k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,491500.0,0.0,0.0,1,4355.454002274546,,True,True
100000002257794100,terminal,1.0,34,0.3878,"Receives 154k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,154000.0,0.0,0.0,1,753.7770920076567,,True,True
100000002258492100,cutoff,0.7,21,0.530725,Hop-4 node: onward transfers were not traced (export limit). Receives 9k KZT from 1 payer.,4,False,1,0,9000.0,0.0,,8,453.56006857554223,,False,True
100000002267998100,peripheral,0.6,24,0.494504,"No role indicators: 2 payers, 3 recipients, 420k KZT in / 1.1M KZT out.",2,False,2,3,420000.0,1115000.0,2.6547619047619047,7,52298.96150619608,,True,True
100000002284426100,terminal,1.0,4,0.412667,"Receives 90k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,90000.0,0.0,0.0,7,103.03928888211827,,True,True
100000002289937100,terminal,1.0,7,0.488156,"Receives 20k KZT from 1 payer, forwards 0%; outflow was traced (hop 1) — possible final recipient.",1,False,1,0,20000.0,0.0,0.0,1,20249.571887201633,,True,True
100000002293421100,peripheral,0.6,18,0.482493,"No role indicators: 2 payers, 2 recipients, 41k KZT in / 47k KZT out.",2,False,2,2,41000.0,47000.0,1.146341463414634,7,34815.92648919666,,True,True
100000002299948100,terminal,1.0,30,0.532017,"Receives 7k KZT from 1 payer, forwards 0%; outflow was traced (hop 2) — possible final recipient.",2,False,1,0,6750.0,0.0,0.0,8,1005.0500099128701,,True,True
100000002301828100,terminal,1.0,17,0.416782,"Receives 47k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,46977.0,0.0,0.0,7,116.35215789724086,,True,True
100000002304943100,cutoff,0.7,18,0.374464,Hop-4 node: onward transfers were not traced (export limit). Receives 15k KZT from 1 payer.,4,False,1,0,15000.0,0.0,,7,211.66102051136687,,False,True
100000002305007100,terminal,1.0,6,0.312511,"Receives 56k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,56000.0,0.0,0.0,1,37.64704496483718,,True,True
100000002305477100,cutoff,0.7,18,0.38236,Hop-4 node: onward transfers were not traced (export limit). Receives 20k KZT from 1 payer.,4,False,1,0,20000.0,0.0,,7,282.2146940151558,,False,True
100000002306369100,peripheral,0.6,3,0.43425,"No role indicators: 1 payer, 6 recipients, 73k KZT in / 261k KZT out.",1,False,1,6,73166.0,260900.0,3.5658639258672062,7,73883.74929665471,,True,True
100000002308091100,terminal,1.0,11,0.406706,"Receives 187k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,186720.0,0.0,0.0,1,1965.3271994947766,,True,True
100000002320495100,cutoff,0.7,4,0.337653,Hop-4 node: onward transfers were not traced (export limit). Receives 14k KZT from 1 payer.,4,False,1,0,13526.27,0.0,,7,51.280795430567444,,False,True
100000002324543100,terminal,1.0,9,0.525612,"Receives 30k KZT from 1 payer, forwards 0%; outflow was traced (hop 1) — possible final recipient.",1,False,1,0,30202.0,0.0,0.0,1,30202.0,,True,True
100000002335358100,terminal,1.0,2,0.643383,"Receives 140k KZT from 1 payer, forwards 0%; outflow was traced (hop 2) — possible final recipient.",2,False,1,0,140000.0,0.0,0.0,7,141578.77626584683,,True,True
100000002340562100,terminal,1.0,9,0.531061,"Receives 37k KZT from 1 payer, forwards 0%; outflow was traced (hop 2) — possible final recipient.",2,False,1,0,36650.0,0.0,0.0,1,36650.0,,True,True
100000002343825100,peripheral,0.6,1,0.490645,"No role indicators: 3 payers, 2 recipients, 350k KZT in / 90k KZT out.",3,False,3,2,350000.0,89800.0,0.25657142857142856,8,307.9717640084796,,True,True
100000002346166100,terminal,1.0,6,0.280371,"Receives 6k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,6000.0,0.0,0.0,1,4.033611960518269,,True,True
100000002356167100,peripheral,0.6,4,0.313198,"No role indicators: 1 payer, 2 recipients, 300k KZT in / 30k KZT out.",3,False,1,2,300000.0,29500.0,0.09833333333333333,7,343.46429627372754,,True,True
100000002369443100,terminal,1.0,6,0.310176,"Receives 50k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,50000.0,0.0,0.0,1,33.61343300431891,,True,True
100000002369454100,cutoff,0.7,3,0.367402,Hop-4 node: onward transfers were not traced (export limit). Receives 25k KZT from 1 payer.,4,False,1,0,25000.0,0.0,,7,166.77370470810712,,False,True
100000002369510100,terminal,1.0,6,0.305227,"Receives 37k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,37150.0,0.0,0.0,1,24.974780722208948,,True,True
100000002369874100,terminal,1.0,1,0.672453,"Receives 600k KZT from 4 payers, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,4,0,600000.0,0.0,0.0,9,1010.1003409116934,,True,True
100000002371751100,peripheral,0.6,45,0.443948,"No role indicators: 1 payer, 1 recipient, 200k KZT in / 250k KZT out.",1,False,1,1,200000.0,250000.0,1.25,1,200000.0,,True,True
100000002371892100,cutoff,0.7,2,0.407671,Hop-4 node: onward transfers were not traced (export limit). Receives 44k KZT from 1 payer.,4,False,1,0,43830.0,0.0,,7,62.09855293036343,,False,True
100000002373144100,peripheral,0.6,3,0.301355,"No role indicators: 1 payer, 1 recipient, 46k KZT in / 11k KZT out.",3,False,1,1,46468.0,10764.0,0.2316432813979513,7,227.15197825216813,,True,True
100000002373386100,terminal,1.0,6,0.296608,"Receives 24k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,24000.0,0.0,0.0,1,16.134447842073076,,True,True
100000002380341100,terminal,1.0,0,0.420874,"Receives 58k KZT from 1 payer, forwards 0%; outflow was traced (hop 3) — possible final recipient.",3,False,1,0,57566.4,0.0,0.0,7,45.10737264933276,,True,True
100000002391278100,peripheral,0.6,8,0.320549,"No role indicators: 1 payer, 1 recipient, 30k KZT in / 53k KZT out.",3,False,1,1,30000.0,52700.0,1.7566666666666666,1,1184.0318805723966,,True,True
100000002394199100,peripheral,0.6,9,0.408628,"No role indicators: 1 payer, 1 recipient, 277k KZT in / 77k KZT out.",3,False,1,1,277398.0,76777.0,0.2767756076107254,1,56103.04984197722,,True,True
100000002398779100,consolidator,1.0,0,0.840852,"Receives from 13 distinct payers, 1.1M KZT; forwards 6% — signs of consolidation.",2,False,13,1,1095690.0,66000.0,0.06023601566136407,8,30674.117224821483,,True,True
